GridRef,x,y
NN86,"285000","765000"
NN87,"285000","775000"
NN88,"285000","785000"
NN89,"285000","795000"
NH80,"285000","805000"
NH81,"285000","815000"
NH82,"285000","825000"
NH83,"285000","835000"
NH84,"285000","845000"
NH85,"285000","855000"
NH86,"285000","865000"
NH87,"285000","875000"
NH88,"285000","885000"
NH89,"285000","895000"
NC80,"285000","905000"
NC81,"285000","915000"
NC82,"285000","925000"
NC83,"285000","935000"
NC84,"285000","945000"
NC85,"285000","955000"
NC86,"285000","965000"
NC87,"285000","975000"
SX94,"295000","45000"
SX95,"295000","55000"
SX96,"295000","65000"
SX97,"295000","75000"
SX98,"295000","85000"
SX99,"295000","95000"
SS90,"295000","105000"
SS91,"295000","115000"
SS92,"295000","125000"
SS93,"295000","135000"
SS94,"295000","145000"
SS95,"295000","155000"
SS96,"295000","165000"
SS97,"295000","175000"
SS98,"295000","185000"
SS99,"295000","195000"
SN90,"295000","205000"
SN91,"295000","215000"
SN92,"295000","225000"
SN93,"295000","235000"
SN94,"295000","245000"
SN95,"295000","255000"
SN96,"295000","265000"
SN97,"295000","275000"
SN98,"295000","285000"
SN99,"295000","295000"
SH90,"295000","305000"
SH91,"295000","315000"
SH92,"295000","325000"
SH93,"295000","335000"
SH94,"295000","345000"
SH95,"295000","355000"
SH96,"295000","365000"
SH97,"295000","375000"
SH98,"295000","385000"
NX90,"295000","505000"
NX91,"295000","515000"
NX92,"295000","525000"
NX93,"295000","535000"
NX95,"295000","555000"
NX96,"295000","565000"
NX97,"295000","575000"
NX98,"295000","585000"
NX99,"295000","595000"
NS90,"295000","605000"
NS91,"295000","615000"
NS92,"295000","625000"
NS93,"295000","635000"
NS94,"295000","645000"
NS95,"295000","655000"
NS96,"295000","665000"
NS97,"295000","675000"
NS98,"295000","685000"
NS99,"295000","695000"
NN90,"295000","705000"
NN91,"295000","715000"
NN92,"295000","725000"
NN93,"295000","735000"
NN94,"295000","745000"
NN95,"295000","755000"
NN96,"295000","765000"
NN97,"295000","775000"
NN98,"295000","785000"
NN99,"295000","795000"
NH90,"295000","805000"
NH91,"295000","815000"
NH92,"295000","825000"
NH93,"295000","835000"
NH94,"295000","845000"
NH95,"295000","855000"
NH96,"295000","865000"
NH97,"295000","875000"
NH98,"295000","885000"
NC90,"295000","905000"
NC91,"295000","915000"
NC92,"295000","925000"
NC93,"295000","935000"
NC94,"295000","945000"
NC95,"295000","955000"
NC96,"295000","965000"
SY07,"305000","75000"
SY08,"305000","85000"
SY09,"305000","95000"
ST00,"305000","105000"
ST01,"305000","115000"
ST02,"305000","125000"
ST03,"305000","135000"
ST04,"305000","145000"
ST06,"305000","165000"
ST07,"305000","175000"
ST08,"305000","185000"
ST09,"305000","195000"
SO00,"305000","205000"
SO01,"305000","215000"
SO02,"305000","225000"
SO03,"305000","235000"
SO04,"305000","245000"
SO05,"305000","255000"
SO06,"305000","265000"
SO07,"305000","275000"
SO08,"305000","285000"
SO09,"305000","295000"
SJ00,"305000","305000"
SJ01,"305000","315000"
SJ02,"305000","325000"
SJ03,"305000","335000"
SJ04,"305000","345000"
SJ05,"305000","355000"
SJ06,"305000","365000"
SJ07,"305000","375000"
SJ08,"305000","385000"
SD08,"305000","485000"
SD09,"305000","495000"
NY00,"305000","505000"
NY01,"305000","515000"
NY02,"305000","525000"
NY03,"305000","535000"
NY04,"305000","545000"
NY05,"305000","555000"
NY06,"305000","565000"
NY07,"305000","575000"
NY08,"305000","585000"
NY09,"305000","595000"
NT00,"305000","605000"
NT01,"305000","615000"
NT02,"305000","625000"
NT03,"305000","635000"
NT04,"305000","645000"
NT05,"305000","655000"
NT06,"305000","665000"
NT07,"305000","675000"
NT08,"305000","685000"
NT09,"305000","695000"
NO00,"305000","705000"
NO01,"305000","715000"
NO02,"305000","725000"
NO03,"305000","735000"
NO04,"305000","745000"
NO05,"305000","755000"
NO06,"305000","765000"
NO07,"305000","775000"
NO08,"305000","785000"
NO09,"305000","795000"
NJ00,"305000","805000"
NJ01,"305000","815000"
NJ02,"305000","825000"
NJ03,"305000","835000"
NJ04,"305000","845000"
NJ05,"305000","855000"
NJ06,"305000","865000"
ND01,"305000","915000"
ND02,"305000","925000"
ND03,"305000","935000"
ND04,"305000","945000"
ND05,"305000","955000"
ND06,"305000","965000"
ND07,"305000","975000"
SY18,"315000","85000"
SY19,"315000","95000"
ST10,"315000","105000"
ST11,"315000","115000"
ST12,"315000","125000"
ST13,"315000","135000"
ST14,"315000","145000"
ST16,"315000","165000"
ST17,"315000","175000"
ST18,"315000","185000"
ST19,"315000","195000"
SO10,"315000","205000"
SO11,"315000","215000"
SO12,"315000","225000"
SO13,"315000","235000"
SO14,"315000","245000"
SO15,"315000","255000"
SO16,"315000","265000"
SO17,"315000","275000"
SO18,"315000","285000"
SO19,"315000","295000"
SJ10,"315000","305000"
SJ11,"315000","315000"
SJ12,"315000","325000"
SJ13,"315000","335000"
SJ14,"315000","345000"
SJ15,"315000","355000"
SJ16,"315000","365000"
SJ17,"315000","375000"
SJ18,"315000","385000"
SD16,"315000","465000"
SD17,"315000","475000"
SD18,"315000","485000"
SD19,"315000","495000"
NY10,"315000","505000"
NY11,"315000","515000"
NY12,"315000","525000"
NY13,"315000","535000"
NY14,"315000","545000"
NY15,"315000","555000"
NY16,"315000","565000"
NY17,"315000","575000"
NY18,"315000","585000"
NY19,"315000","595000"
NT10,"315000","605000"
NT11,"315000","615000"
NT12,"315000","625000"
NT13,"315000","635000"
NT14,"315000","645000"
NT15,"315000","655000"
NT16,"315000","665000"
NT17,"315000","675000"
NT18,"315000","685000"
NT19,"315000","695000"
NO10,"315000","705000"
NO11,"315000","715000"
NO12,"315000","725000"
NO13,"315000","735000"
NO14,"315000","745000"
NO15,"315000","755000"
NO16,"315000","765000"
NO17,"315000","775000"
NO18,"315000","785000"
NO19,"315000","795000"
NJ10,"315000","805000"
NJ11,"315000","815000"
NJ12,"315000","825000"
NJ13,"315000","835000"
NJ14,"315000","845000"
NJ15,"315000","855000"
NJ16,"315000","865000"
NJ17,"315000","875000"
ND11,"315000","915000"
ND12,"315000","925000"
ND13,"315000","935000"
ND14,"315000","945000"
ND15,"315000","955000"
ND16,"315000","965000"
ND17,"315000","975000"
ND19,"315000","995000"
HY10,"315000","1005000"
SY28,"325000","85000"
SY29,"325000","95000"
ST20,"325000","105000"
ST21,"325000","115000"
ST22,"325000","125000"
ST23,"325000","135000"
ST24,"325000","145000"
ST25,"325000","155000"
ST26,"325000","165000"
ST27,"325000","175000"
ST28,"325000","185000"
ST29,"325000","195000"
SO20,"325000","205000"
SO21,"325000","215000"
SO22,"325000","225000"
SO23,"325000","235000"
SO24,"325000","245000"
SO25,"325000","255000"
SO26,"325000","265000"
SO27,"325000","275000"
SO28,"325000","285000"
SO29,"325000","295000"
SJ20,"325000","305000"
SJ21,"325000","315000"
SJ22,"325000","325000"
SJ23,"325000","335000"
SJ24,"325000","345000"
SJ25,"325000","355000"
SJ26,"325000","365000"
SJ27,"325000","375000"
SJ28,"325000","385000"
SJ29,"325000","395000"
SD20,"325000","405000"
SD21,"325000","415000"
SD22,"325000","425000"
SD23,"325000","435000"
SD24,"325000","445000"
SD26,"325000","465000"
SD27,"325000","475000"
SD28,"325000","485000"
SD29,"325000","495000"
NY20,"325000","505000"
NY21,"325000","515000"
NY22,"325000","525000"
NY23,"325000","535000"
NY24,"325000","545000"
NY25,"325000","555000"
NY26,"325000","565000"
NY27,"325000","575000"
NY28,"325000","585000"
NY29,"325000","595000"
NT20,"325000","605000"
NT21,"325000","615000"
NT22,"325000","625000"
NT23,"325000","635000"
NT24,"325000","645000"
NT25,"325000","655000"
NT26,"325000","665000"
NT27,"325000","675000"
NT28,"325000","685000"
NT29,"325000","695000"
NO20,"325000","705000"
NO21,"325000","715000"
NO22,"325000","725000"
NO23,"325000","735000"
NO24,"325000","745000"
NO25,"325000","755000"
NO26,"325000","765000"
NO27,"325000","775000"
NO28,"325000","785000"
NO29,"325000","795000"
NJ20,"325000","805000"
NJ21,"325000","815000"
NJ22,"325000","825000"
NJ23,"325000","835000"
NJ24,"325000","845000"
NJ25,"325000","855000"
NJ26,"325000","865000"
NJ27,"325000","875000"
ND23,"325000","935000"
ND24,"325000","945000"
ND25,"325000","955000"
ND26,"325000","965000"
ND27,"325000","975000"
ND28,"325000","985000"
ND29,"325000","995000"
HY20,"325000","1005000"
HY21,"325000","1015000"
HY22,"325000","1025000"
HY23,"325000","1035000"
SY38,"335000","85000"
SY39,"335000","95000"
ST30,"335000","105000"
ST31,"335000","115000"
ST32,"335000","125000"
ST33,"335000","135000"
ST34,"335000","145000"
ST35,"335000","155000"
ST36,"335000","165000"
ST37,"335000","175000"
ST38,"335000","185000"
ST39,"335000","195000"
SO30,"335000","205000"
SO31,"335000","215000"
SO32,"335000","225000"
SO33,"335000","235000"
SO34,"335000","245000"
SO35,"335000","255000"
SO36,"335000","265000"
SO37,"335000","275000"
SO38,"335000","285000"
SO39,"335000","295000"
SJ30,"335000","305000"
SJ31,"335000","315000"
SJ32,"335000","325000"
SJ33,"335000","335000"
SJ34,"335000","345000"
SJ35,"335000","355000"
SJ36,"335000","365000"
SJ37,"335000","375000"
SJ38,"335000","385000"
SJ39,"335000","395000"
SD30,"335000","405000"
SD31,"335000","415000"
SD32,"335000","425000"
SD33,"335000","435000"
SD34,"335000","445000"
SD35,"335000","455000"
SD36,"335000","465000"
SD37,"335000","475000"
SD38,"335000","485000"
SD39,"335000","495000"
NY30,"335000","505000"
NY31,"335000","515000"
NY32,"335000","525000"
NY33,"335000","535000"
NY34,"335000","545000"
NY35,"335000","555000"
NY36,"335000","565000"
NY37,"335000","575000"
NY38,"335000","585000"
NY39,"335000","595000"
NT30,"335000","605000"
NT31,"335000","615000"
NT32,"335000","625000"
NT33,"335000","635000"
NT34,"335000","645000"
NT35,"335000","655000"
NT36,"335000","665000"
NT37,"335000","675000"
NT39,"335000","695000"
NO30,"335000","705000"
NO31,"335000","715000"
NO32,"335000","725000"
NO33,"335000","735000"
NO34,"335000","745000"
NO35,"335000","755000"
NO36,"335000","765000"
NO37,"335000","775000"
NO38,"335000","785000"
NO39,"335000","795000"
NJ30,"335000","805000"
NJ31,"335000","815000"
NJ32,"335000","825000"
NJ33,"335000","835000"
NJ34,"335000","845000"
NJ35,"335000","855000"
NJ36,"335000","865000"
ND33,"335000","935000"
ND34,"335000","945000"
ND35,"335000","955000"
ND36,"335000","965000"
ND37,"335000","975000"
ND38,"335000","985000"
ND39,"335000","995000"
HY30,"335000","1005000"
HY31,"335000","1015000"
HY32,"335000","1025000"
HY33,"335000","1035000"
HY34,"335000","1045000"
HY35,"335000","1055000"
SY48,"345000","85000"
SY49,"345000","95000"
ST40,"345000","105000"
ST41,"345000","115000"
ST42,"345000","125000"
ST43,"345000","135000"
ST44,"345000","145000"
ST45,"345000","155000"
ST46,"345000","165000"
ST47,"345000","175000"
ST48,"345000","185000"
ST49,"345000","195000"
SO40,"345000","205000"
SO41,"345000","215000"
SO42,"345000","225000"
SO43,"345000","235000"
SO44,"345000","245000"
SO45,"345000","255000"
SO46,"345000","265000"
SO47,"345000","275000"
SO48,"345000","285000"
SO49,"345000","295000"
SJ40,"345000","305000"
SJ41,"345000","315000"
SJ42,"345000","325000"
SJ43,"345000","335000"
SJ44,"345000","345000"
SJ45,"345000","355000"
SJ46,"345000","365000"
SJ47,"345000","375000"
SJ48,"345000","385000"
SJ49,"345000","395000"
SD40,"345000","405000"
SD41,"345000","415000"
SD42,"345000","425000"
SD43,"345000","435000"
SD44,"345000","445000"
SD45,"345000","455000"
SD46,"345000","465000"
SD47,"345000","475000"
SD48,"345000","485000"
SD49,"345000","495000"
NY40,"345000","505000"
NY41,"345000","515000"
NY42,"345000","525000"
NY43,"345000","535000"
NY44,"345000","545000"
NY45,"345000","555000"
NY46,"345000","565000"
NY47,"345000","575000"
NY48,"345000","585000"
NY49,"345000","595000"
NT40,"345000","605000"
NT41,"345000","615000"
NT42,"345000","625000"
NT43,"345000","635000"
NT44,"345000","645000"
NT45,"345000","655000"
NT46,"345000","665000"
NT47,"345000","675000"
NT48,"345000","685000"
NT49,"345000","695000"
NO40,"345000","705000"
NO41,"345000","715000"
NO42,"345000","725000"
NO43,"345000","735000"
NO44,"345000","745000"
NO45,"345000","755000"
NO46,"345000","765000"
NO47,"345000","775000"
NO48,"345000","785000"
NO49,"345000","795000"
NJ40,"345000","805000"
NJ41,"345000","815000"
NJ42,"345000","825000"
NJ43,"345000","835000"
NJ44,"345000","845000"
NJ45,"345000","855000"
NJ46,"345000","865000"
NJ47,"345000","875000"
ND46,"345000","965000"
ND47,"345000","975000"
ND48,"345000","985000"
ND49,"345000","995000"
HY40,"345000","1005000"
HY41,"345000","1015000"
HY42,"345000","1025000"
HY43,"345000","1035000"
HY44,"345000","1045000"
HY45,"345000","1055000"
SY58,"355000","85000"
SY59,"355000","95000"
ST50,"355000","105000"
ST51,"355000","115000"
ST52,"355000","125000"
ST53,"355000","135000"
ST54,"355000","145000"
ST55,"355000","155000"
ST56,"355000","165000"
ST57,"355000","175000"
ST58,"355000","185000"
ST59,"355000","195000"
SO50,"355000","205000"
SO51,"355000","215000"
SO52,"355000","225000"
SO53,"355000","235000"
SO54,"355000","245000"
SO55,"355000","255000"
SO56,"355000","265000"
SO57,"355000","275000"
SO58,"355000","285000"
SO59,"355000","295000"
SJ50,"355000","305000"
SJ51,"355000","315000"
SJ52,"355000","325000"
SJ53,"355000","335000"
SJ54,"355000","345000"
SJ55,"355000","355000"
SJ56,"355000","365000"
SJ57,"355000","375000"
SJ58,"355000","385000"
SJ59,"355000","395000"
SD50,"355000","405000"
SD51,"355000","415000"
SD52,"355000","425000"
SD53,"355000","435000"
SD54,"355000","445000"
SD55,"355000","455000"
SD56,"355000","465000"
SD57,"355000","475000"
SD58,"355000","485000"
SD59,"355000","495000"
NY50,"355000","505000"
NY51,"355000","515000"
NY52,"355000","525000"
NY53,"355000","535000"
NY54,"355000","545000"
NY55,"355000","555000"
NY56,"355000","565000"
NY57,"355000","575000"
NY58,"355000","585000"
NY59,"355000","595000"
NT50,"355000","605000"
NT51,"355000","615000"
NT52,"355000","625000"
NT53,"355000","635000"
NT54,"355000","645000"
NT55,"355000","655000"
NT56,"355000","665000"
NT57,"355000","675000"
NT58,"355000","685000"
NT59,"355000","695000"
NO50,"355000","705000"
NO51,"355000","715000"
NO52,"355000","725000"
NO53,"355000","735000"
NO54,"355000","745000"
NO55,"355000","755000"
NO56,"355000","765000"
NO57,"355000","775000"
NO58,"355000","785000"
NO59,"355000","795000"
NJ50,"355000","805000"
NJ51,"355000","815000"
NJ52,"355000","825000"
NJ53,"355000","835000"
NJ54,"355000","845000"
NJ55,"355000","855000"
NJ56,"355000","865000"
ND59,"355000","995000"
HY50,"355000","1005000"
HY51,"355000","1015000"
HY52,"355000","1025000"
HY53,"355000","1035000"
HY54,"355000","1045000"
HY55,"355000","1055000"
SY66,"365000","65000"
SY67,"365000","75000"
SY68,"365000","85000"
SY69,"365000","95000"
ST60,"365000","105000"
ST61,"365000","115000"
ST62,"365000","125000"
ST63,"365000","135000"
ST64,"365000","145000"
ST65,"365000","155000"
ST66,"365000","165000"
ST67,"365000","175000"
ST68,"365000","185000"
ST69,"365000","195000"
SO60,"365000","205000"
SO61,"365000","215000"
SO62,"365000","225000"
SO63,"365000","235000"
SO64,"365000","245000"
SO65,"365000","255000"
SO66,"365000","265000"
SO67,"365000","275000"
SO68,"365000","285000"
SO69,"365000","295000"
SJ60,"365000","305000"
SJ61,"365000","315000"
SJ62,"365000","325000"
SJ63,"365000","335000"
SJ64,"365000","345000"
SJ65,"365000","355000"
SJ66,"365000","365000"
SJ67,"365000","375000"
SJ68,"365000","385000"
SJ69,"365000","395000"
SD60,"365000","405000"
SD61,"365000","415000"
SD62,"365000","425000"
SD63,"365000","435000"
SD64,"365000","445000"
SD65,"365000","455000"
SD66,"365000","465000"
SD67,"365000","475000"
SD68,"365000","485000"
SD69,"365000","495000"
NY60,"365000","505000"
NY61,"365000","515000"
NY62,"365000","525000"
NY63,"365000","535000"
NY64,"365000","545000"
NY65,"365000","555000"
NY66,"365000","565000"
NY67,"365000","575000"
NY68,"365000","585000"
NY69,"365000","595000"
NT60,"365000","605000"
NT61,"365000","615000"
NT62,"365000","625000"
NT63,"365000","635000"
NT64,"365000","645000"
NT65,"365000","655000"
NT66,"365000","665000"
NT67,"365000","675000"
NT68,"365000","685000"
NT69,"365000","695000"
NO60,"365000","705000"
NO61,"365000","715000"
NO63,"365000","735000"
NO64,"365000","745000"
NO65,"365000","755000"
NO66,"365000","765000"
NO67,"365000","775000"
NO68,"365000","785000"
NO69,"365000","795000"
NJ60,"365000","805000"
NJ61,"365000","815000"
NJ62,"365000","825000"
NJ63,"365000","835000"
NJ64,"365000","845000"
NJ65,"365000","855000"
NJ66,"365000","865000"
ND69,"365000","995000"
HY60,"365000","1005000"
HY61,"365000","1015000"
HY62,"365000","1025000"
HY63,"365000","1035000"
HY64,"365000","1045000"
SY77,"375000","75000"
SY78,"375000","85000"
SY79,"375000","95000"
ST70,"375000","105000"
ST71,"375000","115000"
ST72,"375000","125000"
ST73,"375000","135000"
ST74,"375000","145000"
ST75,"375000","155000"
ST76,"375000","165000"
ST77,"375000","175000"
ST78,"375000","185000"
ST79,"375000","195000"
SO70,"375000","205000"
SO71,"375000","215000"
SO72,"375000","225000"
SO73,"375000","235000"
SO74,"375000","245000"
SO75,"375000","255000"
SO76,"375000","265000"
SO77,"375000","275000"
SO78,"375000","285000"
SO79,"375000","295000"
SJ70,"375000","305000"
SJ71,"375000","315000"
SJ72,"375000","325000"
SJ73,"375000","335000"
SJ74,"375000","345000"
SJ75,"375000","355000"
SJ76,"375000","365000"
SJ77,"375000","375000"
SJ78,"375000","385000"
SJ79,"375000","395000"
SD70,"375000","405000"
SD71,"375000","415000"
SD72,"375000","425000"
SD73,"375000","435000"
SD74,"375000","445000"
SD75,"375000","455000"
SD76,"375000","465000"
SD77,"375000","475000"
SD78,"375000","485000"
SD79,"375000","495000"
NY70,"375000","505000"
NY71,"375000","515000"
NY72,"375000","525000"
NY73,"375000","535000"
NY74,"375000","545000"
NY75,"375000","555000"
NY76,"375000","565000"
NY77,"375000","575000"
NY78,"375000","585000"
NY79,"375000","595000"
NT70,"375000","605000"
NT71,"375000","615000"
NT72,"375000","625000"
NT73,"375000","635000"
NT74,"375000","645000"
NT75,"375000","655000"
NT76,"375000","665000"
NT77,"375000","675000"
NO74,"375000","745000"
NO75,"375000","755000"
NO76,"375000","765000"
NO77,"375000","775000"
NO78,"375000","785000"
NO79,"375000","795000"
NJ70,"375000","805000"
NJ71,"375000","815000"
NJ72,"375000","825000"
NJ73,"375000","835000"
NJ74,"375000","845000"
NJ75,"375000","855000"
NJ76,"375000","865000"
HY73,"375000","1035000"
HY74,"375000","1045000"
HY75,"375000","1055000"
SY87,"385000","75000"
SY88,"385000","85000"
SY89,"385000","95000"
ST80,"385000","105000"
ST81,"385000","115000"
ST82,"385000","125000"
ST83,"385000","135000"
ST84,"385000","145000"
ST85,"385000","155000"
ST86,"385000","165000"
ST87,"385000","175000"
ST88,"385000","185000"
ST89,"385000","195000"
SO80,"385000","205000"
SO81,"385000","215000"
SO82,"385000","225000"
SO83,"385000","235000"
SO84,"385000","245000"
SO85,"385000","255000"
SO86,"385000","265000"
SO87,"385000","275000"
SO88,"385000","285000"
SO89,"385000","295000"
SJ80,"385000","305000"
SJ81,"385000","315000"
SJ82,"385000","325000"
SJ83,"385000","335000"
SJ84,"385000","345000"
SJ85,"385000","355000"
SJ86,"385000","365000"
SJ87,"385000","375000"
SJ88,"385000","385000"
SJ89,"385000","395000"
SD80,"385000","405000"
SD81,"385000","415000"
SD82,"385000","425000"
SD83,"385000","435000"
SD84,"385000","445000"
SD85,"385000","455000"
SD86,"385000","465000"
SD87,"385000","475000"
SD88,"385000","485000"
SD89,"385000","495000"
NY80,"385000","505000"
NY81,"385000","515000"
NY82,"385000","525000"
NY83,"385000","535000"
NY84,"385000","545000"
NY85,"385000","555000"
NY86,"385000","565000"
NY87,"385000","575000"
NY88,"385000","585000"
NY89,"385000","595000"
NT80,"385000","605000"
NT81,"385000","615000"
NT82,"385000","625000"
NT83,"385000","635000"
NT84,"385000","645000"
NT85,"385000","655000"
NT86,"385000","665000"
NT87,"385000","675000"
NO86,"385000","765000"
NO87,"385000","775000"
NO88,"385000","785000"
NO89,"385000","795000"
NJ80,"385000","805000"
NJ81,"385000","815000"
NJ82,"385000","825000"
NJ83,"385000","835000"
NJ84,"385000","845000"
NJ85,"385000","855000"
NJ86,"385000","865000"
SY97,"395000","75000"
SY98,"395000","85000"
SY99,"395000","95000"
ST90,"395000","105000"
ST91,"395000","115000"
ST92,"395000","125000"
ST93,"395000","135000"
ST94,"395000","145000"
ST95,"395000","155000"
ST96,"395000","165000"
ST97,"395000","175000"
ST98,"395000","185000"
ST99,"395000","195000"
SO90,"395000","205000"
SO91,"395000","215000"
SO92,"395000","225000"
SO93,"395000","235000"
SO94,"395000","245000"
SO95,"395000","255000"
SO96,"395000","265000"
SO97,"395000","275000"
SO98,"395000","285000"
SO99,"395000","295000"
SJ90,"395000","305000"
SJ91,"395000","315000"
SJ92,"395000","325000"
SJ93,"395000","335000"
SJ94,"395000","345000"
SJ95,"395000","355000"
SJ96,"395000","365000"
SJ97,"395000","375000"
SJ98,"395000","385000"
SJ99,"395000","395000"
SD90,"395000","405000"
SD91,"395000","415000"
SD92,"395000","425000"
SD93,"395000","435000"
SD94,"395000","445000"
SD95,"395000","455000"
SD96,"395000","465000"
SD97,"395000","475000"
SD98,"395000","485000"
SD99,"395000","495000"
NY90,"395000","505000"
NY91,"395000","515000"
NY92,"395000","525000"
NY93,"395000","535000"
NY94,"395000","545000"
NY95,"395000","555000"
NY96,"395000","565000"
NY97,"395000","575000"
NY98,"395000","585000"
NY99,"395000","595000"
NT90,"395000","605000"
NT91,"395000","615000"
NT92,"395000","625000"
NT93,"395000","635000"
NT94,"395000","645000"
NT95,"395000","655000"
NT96,"395000","665000"
NT97,"395000","675000"
NO98,"395000","785000"
NO99,"395000","795000"
NJ90,"395000","805000"
NJ91,"395000","815000"
NJ92,"395000","825000"
NJ93,"395000","835000"
NJ94,"395000","845000"
NJ95,"395000","855000"
NJ96,"395000","865000"
HT93,"395000","1135000"
HT94,"395000","1145000"
SZ07,"405000","75000"
SZ08,"405000","85000"
SZ09,"405000","95000"
SU00,"405000","105000"
SU01,"405000","115000"
SU02,"405000","125000"
SU03,"405000","135000"
SU04,"405000","145000"
SU05,"405000","155000"
SU06,"405000","165000"
SU07,"405000","175000"
SU08,"405000","185000"
SU09,"405000","195000"
SP00,"405000","205000"
SP01,"405000","215000"
SP02,"405000","225000"
SP03,"405000","235000"
SP04,"405000","245000"
SP05,"405000","255000"
SP06,"405000","265000"
SP07,"405000","275000"
SP08,"405000","285000"
SP09,"405000","295000"
SK00,"405000","305000"
SK01,"405000","315000"
SK02,"405000","325000"
SK03,"405000","335000"
SK04,"405000","345000"
SK05,"405000","355000"
SK06,"405000","365000"
SK07,"405000","375000"
SK08,"405000","385000"
SK09,"405000","395000"
SE00,"405000","405000"
SE01,"405000","415000"
SE02,"405000","425000"
SE03,"405000","435000"
SE04,"405000","445000"
SE05,"405000","455000"
SE06,"405000","465000"
SE07,"405000","475000"
SE08,"405000","485000"
SE09,"405000","495000"
NZ00,"405000","505000"
NZ01,"405000","515000"
NZ02,"405000","525000"
NZ03,"405000","535000"
NZ04,"405000","545000"
NZ05,"405000","555000"
NZ06,"405000","565000"
NZ07,"405000","575000"
NZ08,"405000","585000"
NZ09,"405000","595000"
NU00,"405000","605000"
NU01,"405000","615000"
NU02,"405000","625000"
NU03,"405000","635000"
NU04,"405000","645000"
NU05,"405000","655000"
NK02,"405000","825000"
NK03,"405000","835000"
NK04,"405000","845000"
NK05,"405000","855000"
NK06,"405000","865000"
SZ18,"415000","85000"
SZ19,"415000","95000"
SU10,"415000","105000"
SU11,"415000","115000"
SU12,"415000","125000"
SU13,"415000","135000"
SU14,"415000","145000"
SU15,"415000","155000"
SU16,"415000","165000"
SU17,"415000","175000"
SU18,"415000","185000"
SU19,"415000","195000"
SP10,"415000","205000"
SP11,"415000","215000"
SP12,"415000","225000"
SP13,"415000","235000"
SP14,"415000","245000"
SP15,"415000","255000"
SP16,"415000","265000"
SP17,"415000","275000"
SP18,"415000","285000"
SP19,"415000","295000"
SK10,"415000","305000"
SK11,"415000","315000"
SK12,"415000","325000"
SK13,"415000","335000"
SK14,"415000","345000"
SK15,"415000","355000"
SK16,"415000","365000"
SK17,"415000","375000"
SK18,"415000","385000"
SK19,"415000","395000"
SE10,"415000","405000"
SE11,"415000","415000"
SE12,"415000","425000"
SE13,"415000","435000"
SE14,"415000","445000"
SE15,"415000","455000"
SE16,"415000","465000"
SE17,"415000","475000"
SE18,"415000","485000"
SE19,"415000","495000"
NZ10,"415000","505000"
NZ11,"415000","515000"
NZ12,"415000","525000"
NZ13,"415000","535000"
NZ14,"415000","545000"
NZ15,"415000","555000"
NZ16,"415000","565000"
NZ17,"415000","575000"
NZ18,"415000","585000"
NZ19,"415000","595000"
NU10,"415000","605000"
NU11,"415000","615000"
NU12,"415000","625000"
NU13,"415000","635000"
NU14,"415000","645000"
NK13,"415000","835000"
NK14,"415000","845000"
NK15,"415000","855000"
HZ16,"415000","1065000"
HZ17,"415000","1075000"
HU14,"415000","1145000"
HU15,"415000","1155000"
HU16,"415000","1165000"
HU17,"415000","1175000"
HU18,"415000","1185000"
SZ28,"425000","85000"
SZ29,"425000","95000"
SU20,"425000","105000"
SU21,"425000","115000"
SU22,"425000","125000"
SU23,"425000","135000"
SU24,"425000","145000"
SU25,"425000","155000"
SU26,"425000","165000"
SU27,"425000","175000"
SU28,"425000","185000"
